GENE	293A_WT_T22_AB_XF498	293A_LKB1_T22_AB	293A_PTEN_T22_AB	293A_VHL_T22_AB	293A_BAP1NUMBER2_16_T25_AB	293A_CDH1NUMBER2_15_T24_AB	293A_NF2NUMBER2_3_T24_AB	293A_WT_T21_AB_XF646	293A_PBRM1_T25_AB	293A_SETD2_T24_AB	293A_WT_T20_AB_XF804	293A_ARID1A_T21_AB	293A_NF1_T24_AB	293A_RB1_T21_AB	293A_TP53_T21_AB	293A_WT_T21_AB_XF821	293A_KEAP1_T22_AB	293A_g53BP1#1_T22_AB
MRPS25	-13.425999999999998	-9.773	-7.612999999999999	-6.207000000000002	-17.268	-14.262	-6.7860000000000005	-11.561	-16.389	-13.637	-8.327	-18.296	-5.761	-13.135	-10.350999999999999	-13.532	-9.65	-3.161
MRPS26	-5.544	17.014	11.772	13.011	0.028999999999999998	4.494	3.795	10.175	10.01	0.9259999999999999	11.477	-10.119	5.621	7.718999999999999	11.507	3.826	8.525	-13.979
MRPS27	-12.16	0.129	-4.502	-12.983	-8.689	-7.375	-2.7460000000000004	-1.594	-6.774	-15.748	-6.25	-16.678	-9.474	-4.6080000000000005	-4.709	-0.8859999999999999	-6.178999999999999	-6.225
MRPS28	13.295	10.745	1.669	2.8310000000000004	23.636999999999997	8.615	4.306	10.282	6.182	-1.501	0.6409999999999999	2.109	7.98	10.433	6.83	10.544	8.591000000000001	0.363
MRPS30	27.402	21.648000000000003	20.381	10.131	20.587	6.694	13.181	1.6119999999999999	5.604	-0.47600000000000003	6.154	1.075	1.9069999999999998	21.768	15.139000000000001	9.972000000000001	4.218	4.842
MRPS31	9.424	22.828000000000007	8.868	8.257	8.558	7.156000000000001	18.128	10.843	2.6630000000000003	14.488	11.429	4.956	5.126	2.737	-0.205	1.889	6.952999999999999	18.899
MRPS33	-12.763	-17.372	-16.933	-20.181	-11.629000000000001	-24.223000000000003	-12.558	-19.941	-7.611000000000001	-15.255999999999998	-17.782	-18.647000000000002	-22.06	-18.529	-12.800999999999998	-15.376	-23.932	-19.686
MRPS34	37.41	29.875	59.807	39.144	50.042	25.305999999999997	30.49	38.961	37.894	40.71	28.656999999999996	24.954	20.517	31.225	37.691	33.696	33.626999999999995	29.608
MRPS35	34.022	21.295	27.588	32.955	16.105999999999998	20.495	18.628	31.238000000000003	15.94	7.485	20.725	17.361	5.767	16.426	8.859	11.355	19.155	3.297
MRPS36	-8.905	-6.97	-9.801	-5.63	-8.997	-9.151	-4.546	-7.045	-6.528	-7.985	-8.093	-11.126	-3.167	-7.58	-5.406000000000001	-6.252000000000001	-6.148	-7.957000000000002
MRPS5	-10.066	-3.5210000000000004	-9.121	5.682	-6.087999999999999	-8.415	-2.093	-6.422000000000001	-5.078	-12.009	0.295	-13.895	-0.255	-1.1840000000000002	-7.071000000000001	-16.262	-4.005	-2.466
MRPS6	22.147	18.047	21.534	21.391	19.584	9.9	26.045	16.808	14.597000000000001	20.919	19.614	8.854	17.316	23.741	12.447000000000001	20.199	16.933	20.23
MRPS7	17.241	12.708	0.434	8.461	13.181	8.082	6.742000000000001	7.459	10.037	11.648	10.206	13.324000000000002	-8.854	-0.079	11.572000000000001	12.765	2.801	11.225
MRPS9	1.386	4.2330000000000005	-3.796	5.144	-0.303	-11.718	-7.789	-4.237	-2.822	-6.763	-0.753	0.457	2.653	-4.751	-3.862	0.94	-3.92	-4.652
MRRF	1.83	-8.81	1.87	2.262	1.814	12.652999999999999	7.909	0.433	3.4989999999999997	-1.594	7.151	-1.4280000000000002	3.9530000000000003	-2.694	-0.594	-7.747999999999999	18.2	14.241
MRS2	-11.018	1.854	-8.045	-8.758	-6.343999999999999	-13.565	-4.228	-13.425	-7.278	-11.190999999999999	-4.968	-13.293	-8.243	-13.011	-3.659	-12.578	-12.696	-10.588
MRTO4	-4.725	-15.565	-10.352	-0.132	-16.06	4.001	-3.4960000000000004	1.584	-2.861	-1.7080000000000002	-0.937	16.733	2.6639999999999997	-2.714	-11.829	-5.572	-6.832999999999999	-1.277
MRVI1	-15.533	-13.278	-14.572	-11.265	-11.924000000000001	-19.692	-21.316	-16.442999999999998	-12.805	-6.343999999999999	-21.793000000000003	-17.938	-7.444	-15.712	-12.279000000000002	-11.819	-16.15	-13.236
MS4A1	-25.947	-20.054	-30.412	-19.76	-21.095	-26.328000000000003	-22.715999999999998	-26.179000000000002	-22.474	-31.023000000000003	-28.734	-31.248	-17.535999999999998	-22.054000000000002	-17.631	-18.105	-19.824	-27.287
MS4A10	-8.809	-9.891	-17.698	-16.028	-12.905	-21.064	-9.992	-10.770999999999999	-9.088	-13.890999999999998	-13.905	-17.875999999999998	-4.383	-8.73	-12.062999999999999	-6.529	-7.417999999999999	-15.272
MS4A12	-23.074	-20.453	-26.796	-19.192	-19.72	-30.820999999999998	-19.335	-21.673000000000002	-19.576	-18.948	-27.750999999999998	-28.394000000000002	-17.301	-20.131	-14.173	-15.695	-22.924	-14.627
MS4A13	-16.803	-12.162	-17.706	-7.41	-10.716	-14.034	-13.460999999999999	-14.008	-14.895999999999999	-14.22	-13.715	-16.585	-8.841000000000001	-12.682	-9.347000000000001	-13.651	-12.937999999999999	-18.163
MS4A14	-28.558000000000003	-19.441	-27.329	-19.529	-16.315	-29.971999999999998	-26.874000000000002	-30.5	-21.406999999999996	-22.298000000000002	-23.034000000000002	-34.424	-13.325999999999999	-25.634	-19.442	-24.109	-19.980999999999998	-24.028
MS4A15	-13.72	-0.737	-5.695	-2.983	-11.315999999999999	-8.943999999999999	-8.995	-7.452000000000001	-3.0589999999999997	-6.607	-11.559000000000001	-19.581	4.752	-6.022	-3.498	-7.272	-11.6	5.103
MS4A2	-16.215	-9.552	-13.602	-10.068	-10.25	-13.967	-7.268	-19.5	-11.424000000000001	-12.452	-6.478	-20.924	-10.787	-19.16	-4.939	-11.569	-16.994	-13.128
MS4A3	-21.475	-3.4930000000000003	-17.814	-8.69	-10.415	-23.71	-16.959	-20.529	-11.743	-18.555999999999997	-14.634	-25.708000000000002	-8.044	-14.479000000000001	-8.498	-17.543	-15.767999999999999	-16.675
MS4A4A	-22.917	-13.052	-27.147	-19.791	-20.344	-21.184	-15.472999999999999	-25.359	-18.845	-24.656999999999996	-18.067	-34.167	-12.011	-22.823	-16.084	-16.697	-9.757	-26.628
MS4A4E	-18.073	-13.024	-20.171	-14.786	-15.224	-23.049	-14.587	-17.483	-14.151	-23.885	-12.899000000000001	-20.686999999999998	-21.877	-15.129000000000001	-14.727	-9.378	-12.136	-25.771
MS4A5	-24.045	-15.371	-30.221	-19.619	-26.123	-24.43	-21.767	-24.686999999999998	-17.969	-21.416999999999998	-19.762999999999998	-32.902	-16.421	-14.429	-14.296	-21.057	-25.635	-23.603
MS4A6A	-15.595999999999998	-16.833	-24.487	-20.969	-17.402	-26.142	-16.833	-27.255	-24.093000000000004	-18.407	-16.699	-25.303	-11.309000000000001	-21.493000000000002	-10.525	-14.692	-25.105	-19.643
MS4A6E	-32.433	-21.515	-31.222	-25.659	-24.13	-32.624	-25.665	-36.283	-25.570999999999998	-28.391	-30.449	-39.44	-18.49	-22.886999999999997	-6.432	-20.693	-30.81	-23.134
MS4A7	-19.625	-14.523	-21.461	-18.205	-18.301	-26.819000000000003	-19.311	-25.968000000000004	-22.801	-11.057	-22.03	-29.261	-6.369	-23.426	-17.192999999999998	-14.004000000000001	-21.807	-24.896
MS4A8	-5.374	-11.686	-9.043	-1.381	-14.398	-13.748	-13.015999999999998	-7.249	-9.165	-14.175	-19.773	-20.712	-13.157	-12.782	-3.943	-14.048	-11.885	-20.525
MSANTD1	-17.031	-19.9	-14.879	-13.892	-14.190999999999999	-21.485	-17.024	-14.218	-17.198	-18.415	-23.081999999999997	-21.601999999999997	-10.25	-14.392999999999999	-23.783	-22.949	-12.940999999999999	-27.784
MSANTD2	-10.474	-14.794	-28.79	-29.32	-27.075	-17.145	-17.473	-24.291999999999998	-14.002	-15.077	-21.095	-25.421	-18.573	-4.734	-14.689	-13.097000000000001	-10.917	-19.569000000000006
MSANTD3	-13.729	-7.826	-5.317	-4.934	-15.74	-13.295	-12.684000000000001	-17.451	-16.757	-12.055	-20.297	-17.902	-3.909	-10.524000000000001	-3.0039999999999996	-13.76	-12.604000000000001	-8.91
MSANTD4	-17.0	-12.754	-16.602999999999998	-10.288	-16.596	-20.084	-9.34	-11.792	-9.373	-7.617000000000001	-13.885	-20.37	-12.347999999999999	-15.818	-6.67	-14.862	-18.232	-21.468000000000004
MSC	-15.898	-11.384	-16.887	-13.182	-14.376	-20.78	-14.380999999999998	-14.897	-25.998	-19.757	-28.052	-28.371	-15.905999999999999	-9.721	-15.901	-21.05	-14.123	-28.778
MSGN1	-16.367	-10.949000000000002	-16.639	-8.427	-13.529000000000002	-9.523	-7.07	-16.869	-6.236000000000001	-13.817	-11.239	-23.275	-12.0	-24.844	-9.99	-5.891	-12.110999999999999	-28.268
MSH2	-11.394	-1.01	-9.035	-12.14	-17.027	-11.020999999999999	-9.747	-15.302	-10.745999999999999	-14.981	-16.015	-21.816999999999997	-5.415	-20.29	-8.926	-9.185	-21.081	-17.267
MSH3	-12.656	-5.54	-18.789	-8.827	-13.462	-11.965	-6.2010000000000005	-17.361	-9.029	-7.587999999999999	-12.333	-22.568	-10.912	-10.512	-9.536	-12.434000000000001	-12.845	-17.137999999999998
MSH4	-20.132	-15.154000000000002	-22.266	-6.502999999999999	-11.862	-16.845	-11.322000000000001	-23.335	-15.757	-21.031999999999996	-20.723000000000003	-26.128	-13.321	-10.520999999999999	-17.227999999999998	-14.048	-18.801	-10.117
MSH5	-9.558	0.213	5.561	3.084	-4.34	-15.151	1.2309999999999999	-11.495999999999999	-5.445	-7.468999999999999	-4.296	-18.237000000000002	-10.349	1.315	-0.012	0.722	4.382	-9.081
MSH6	-16.727	-3.772	-13.469	-11.522	-15.299000000000001	-15.913	-6.242999999999999	-25.249000000000002	-13.232000000000001	-15.892999999999999	-16.799	-23.456	-6.82	-11.502	-7.225	-12.183	-14.475	-9.843
MSI1	-9.569	-7.892	-13.66	-9.47	-4.521	-0.912	-1.493	-13.498	-12.595	-7.377000000000001	-19.429000000000002	-8.249	-1.7630000000000001	-13.48	-10.16	-7.4670000000000005	-10.885	-7.6179999999999986
MSI2	-20.675	-12.1	-18.573	-19.002	-19.572	-17.942	-8.277999999999999	-14.034	-19.947	-2.8089999999999997	-17.248	-16.625	-13.727	-18.97	-11.947000000000001	-16.559	-11.895999999999999	-15.191
MSL1	-11.908	-16.913	-2.944	-6.978	-10.019	-7.236000000000001	-18.288	-2.0140000000000002	-5.812	2.827	-6.087999999999999	13.365	-6.555	2.011	-11.741	-10.092	4.1610000000000005	-6.773
MSL2	-12.83	-1.866	-8.829	3.833	-5.17	-12.714	5.4	-8.809	-6.359	-3.9610000000000003	-13.626	-17.217	-5.4639999999999995	-0.763	-5.86	-6.2989999999999995	-0.561	-8.476
MSL3	-5.589	-0.562	-9.668	-2.175	-2.96	4.769	-4.229	-10.248	-2.479	7.354	1.8419999999999999	-2.927	-0.84	1.9509999999999998	-2.5580000000000003	-4.17	5.309	6.752999999999999
MSLN	-8.219	-7.335	7.872999999999998	-2.253	3.208	-4.074	-8.183	-4.54	-5.553	-4.001	-4.0489999999999995	-2.633	-0.71	2.469	5.954	2.4019999999999997	-2.186	-7.047999999999999
MSMB	-3.027	5.526	-5.355	15.162	0.7170000000000001	-14.241	3.92	6.784	-4.055	3.522	-5.765	-7.275	2.1390000000000002	-1.74	2.249	-5.191	2.944	-13.034
MSMO1	-27.23	-15.883	-28.693	-21.821	-23.554000000000002	-26.011999999999997	-19.287	-30.443	-27.149	-30.025	-33.759	-29.445	-17.288	-16.69	-23.168000000000003	-19.784000000000002	-19.389	-23.561
MSN	-9.47	-14.951	-17.276	-20.566	-7.111000000000001	-16.259	-14.868	-14.706	-11.050999999999998	-13.354000000000001	-13.908	-17.804000000000002	-6.757000000000001	-14.880999999999998	-14.543	-5.992000000000001	-13.322000000000001	-9.212
MSR1	-35.297	-17.573	-35.601	-18.869	-19.364	-26.331999999999997	-20.041	-33.208	-28.647	-28.671	-33.65	-30.368000000000002	-23.791	-21.809	-17.385	-20.042	-31.656999999999996	-32.413000000000004
MSRA	-21.229	-9.009	-12.186	-19.485	-13.677999999999999	-12.665999999999999	-5.9270000000000005	-24.572	-12.017000000000001	-15.105	-19.631	-16.767	-11.289000000000001	-20.192	-8.651	-17.971	-13.925	-22.349
MSRB1	18.033	11.085	26.607	0.29600000000000004	8.453	15.296	-1.016	5.98	8.867	11.324000000000002	4.525	15.984000000000002	13.954	5.916	3.452	13.999	3.531	3.01
MSRB2	-28.706	-15.969	-25.162	-19.864	-19.473	-29.340999999999998	-16.92	-25.676	-17.082	-24.798000000000002	-24.064	-34.101	-12.107999999999999	-22.256999999999998	-12.432	-16.6	-22.389	-30.107
MSRB3	-7.654	-2.113	-14.286	-8.316	-8.836	-12.475999999999999	-11.445	-8.267999999999999	-6.52	-9.806000000000001	-13.311	-8.627	-6.122999999999999	-10.277999999999999	-15.524000000000001	-15.350999999999999	-3.028	-8.758
MSS51	-15.594	-8.613	-12.274	-4.9030000000000005	-15.11	-8.795	-15.193	-16.418	-17.18	-14.13	-8.686	-12.946	-6.57	-11.562999999999999	-8.269	-16.114	-12.732000000000001	-12.444
MST1	44.465	31.006	47.029	32.346	24.104	27.049	26.576999999999998	33.804	20.401	19.125999999999998	30.377	27.881999999999998	13.032	26.162	28.301	34.568000000000005	31.090999999999998	15.765
MST1R	-16.368	-4.503	-16.067999999999998	-13.514	-16.94	-9.56	-12.411	-18.167	-8.754	-16.718	-11.863	-18.285999999999998	-1.68	-15.145	-3.7	-6.072	-2.6310000000000002	-33.426
MST4	-17.445999999999998	-15.7	-15.73	-24.596	-20.201	-18.180999999999997	-7.15	-19.379	-18.597	-17.602999999999998	-21.26	-25.289	-8.652999999999999	-19.882	-12.110999999999999	-13.2	-23.741	-18.851
MSTN	-26.306	-19.514	-16.708	-19.557	-18.495	-21.176	-11.437999999999999	-20.375	-19.66	-16.867	-17.754	-25.715	-13.200999999999999	-17.031	-13.126	-16.275	-14.982999999999999	-18.861
MSTO1	21.682	15.807	20.033	19.749	24.858	31.938000000000002	6.5889999999999995	21.814	16.067	29.881999999999998	28.185	20.525	24.963	29.342	27.329	20.607	12.204	19.87
MSX1	-19.138	-14.446	-15.742	-21.358	-23.206	-26.035999999999998	-7.1370000000000005	-22.967	-17.729	-13.373	-22.455	-31.444000000000003	-19.812	-19.539	-16.552	-22.205	-9.145	-25.007
MSX2	-3.813	2.532	8.547	-2.268	-7.894	0.7040000000000001	0.11900000000000001	1.268	4.842	-1.35	9.636000000000001	0.635	-7.072	5.455	10.892999999999999	-2.497	3.5460000000000003	3.918
MT1G	-3.913	-4.963	-6.574	-2.915	-3.968	-3.412	-2.171	-2.345	-3.4389999999999996	-3.9019999999999997	-3.815	-4.644	-1.349	-0.67	-2.504	-1.642	-4.39	-5.627000000000002
MT1HL1	-10.221	-7.6389999999999985	-5.392	-3.428	-5.051	-6.281000000000001	-2.435	-1.203	0.7509999999999999	-13.277999999999999	-8.815	-6.519	-2.4419999999999997	-0.39899999999999997	1.521	-4.716	-6.121	-9.221
MT1M	-7.552	-5.4060000000000015	-7.351	-3.36	-3.0	-6.971	-3.9539999999999997	-6.157	-4.743	-5.495	-4.436	-5.529	-4.35	-6.4239999999999995	-6.422999999999999	-7.331	-7.602	-8.057
MT2A	-2.595	-3.744	-6.438	-2.073	0.222	-5.686	-1.768	-2.263	-5.311	-5.53	-3.787	-0.488	-2.265	-6.441	-2.7760000000000002	-8.847999999999999	-4.244	-3.825
MT3	-14.189	-12.758	-26.564	-11.43	-15.139000000000001	-21.008000000000003	-17.885	-17.605999999999998	-16.820999999999998	-14.944	-15.704	-16.247	-12.933	-16.849	-7.252999999999999	-19.298	-15.314	-23.165
MT4	-10.109	-11.642	-11.653	-6.682	-6.5920000000000005	-8.674	-8.276	-0.57	-15.868	-11.276	-11.639000000000001	-11.665	-13.110999999999999	-4.855	0.233	-8.847999999999999	-5.954	-8.964
MTA1	-12.014	-9.979	-11.162	-12.956	0.727	-17.986	-3.765	-15.767999999999999	-13.564	-8.482000000000001	-7.916	-20.459	-11.444	-1.291	-2.138	-9.905	-8.991	-16.797
MTA2	-9.374	-6.461	-4.657	-3.47	-4.806	-0.311	-6.495	-3.112	-7.981	-9.507	-4.308	-8.843	-10.686	-0.617	-4.611000000000001	-10.163	-7.268	-3.708
MTA3	-21.307	-5.3420000000000005	-22.846	-7.381	-18.159000000000002	-20.631999999999998	-17.81	-26.416999999999998	-16.577	-20.207	-10.024	-22.79	-13.167	-19.282	-12.414000000000001	-19.753	-20.359	-15.606
MTAP	-24.467	-15.833	-21.028	-12.304	-21.500999999999998	-17.955	-11.327	-17.569000000000003	-14.431	-19.02	-23.526999999999997	-31.433000000000003	-10.196	-17.183	-9.607000000000001	-21.544	-24.706999999999997	-17.586
MTBP	-2.236	2.925	-1.09	-2.212	1.093	1.339	-2.8560000000000003	4.436	-2.8739999999999997	-7.1339999999999995	2.6319999999999997	13.68	0.875	-2.298	-5.825	-10.319	-5.457999999999999	21.945
MTCH1	-7.995	7.712999999999999	-2.7960000000000003	-5.0	-5.2410000000000005	5.398	-8.325	-10.595	6.314	-12.717	0.877	-2.2	-9.611	-2.931	2.892	-6.586	1.819	-8.408999999999999
MTCH2	-9.252	1.078	-13.119000000000002	-0.202	-10.501	-14.446	-15.72	-6.961	-6.102	-3.653	-7.837000000000001	-21.635	-5.755	-3.773	-6.2	-10.389000000000001	-6.209	-11.222
MTCP1	-15.767	-18.675	-14.966	-15.108	-17.855999999999998	-15.372	-11.697000000000001	-20.961	-20.137	-14.39	-17.465	-18.636	-13.935	-18.42	-9.411	-15.408	-22.913	-16.062
MTDH	-21.27	-13.709	-22.876	-8.874	-15.662	-23.355	-13.988	-24.622	-22.913	-22.643	-22.53	-25.469	-12.854000000000001	-13.097999999999999	-17.994	-19.242	-21.191999999999997	-15.834
MTERF	-19.453	-26.835	-32.7	-24.647	-14.72	-19.789	-17.675	-25.522	-23.938000000000002	-19.663	-18.2	-21.498	-11.526	-22.658	-13.683	-15.728	-18.922	-21.254
MTERFD1	-14.818	-12.238	-16.957	-13.071	-9.5	-16.583	-9.802	-22.053	-22.171	-6.5920000000000005	-5.0489999999999995	-12.044	-9.064	-20.430999999999997	-20.302	-10.943	-8.021	-8.115
MTERFD2	-2.701	-0.171	0.931	-1.42	-7.705	1.081	-0.218	-3.5580000000000003	-7.064	-7.156000000000001	-1.9280000000000002	-0.9309999999999999	-0.5429999999999999	-3.5239999999999996	-1.321	0.624	7.143	-1.431
MTERFD3	-21.634	-14.528	-16.714000000000002	-15.436	-14.458	-20.686999999999998	-9.451	-25.026999999999997	-14.258	-18.750999999999998	-20.628	-26.862	-13.454	-11.388	-11.994000000000002	0.828	-14.353	-14.216
MTF1	-16.578	-1.015	-16.426	4.189	-15.814	-10.445	-10.503	-21.03	-4.75	-10.042	-11.907	-25.381	5.1339999999999995	-9.695	-3.8489999999999998	-14.103	0.7879999999999999	-19.762
MTF2	-6.2810000000000015	-0.647	-17.833	2.202	-8.052999999999999	-8.789	-4.061	-11.335999999999999	-21.268	-17.139	-10.157	-6.0489999999999995	-2.636	-14.425	-11.995999999999999	-15.196	-15.862	12.657
MTFMT	3.881	33.791	28.145	32.991	15.334000000000001	-3.264	10.993	0.78	0.47200000000000003	-5.587000000000001	-1.724	-18.252	8.54	-2.09	-0.096	4.246	6.2989999999999995	11.472
MTFP1	-8.591000000000001	-6.876	-14.042	-0.8270000000000001	-9.663	-12.298	-16.521	-17.938	-13.844000000000001	-12.970999999999998	-12.603	-11.814	-5.287999999999999	-6.596	-11.279000000000002	-8.327	-18.287	-16.959
MTFR1	-29.085	-17.665	-32.446	-15.515	-25.945999999999998	-24.754	-16.934	-29.026	-18.669	-21.059	-24.566999999999997	-26.241999999999997	-15.487	-19.566	-16.272000000000002	-23.496	-17.761	-29.351
MTFR1L	-12.338	-3.145	-6.582000000000002	-10.085	-13.953	-9.531	-9.05	-9.18	-12.249	-4.868	-4.588	-14.628	2.886	-13.6	-8.318	-8.922	-5.482	-19.107
MTFR2	-20.933000000000003	-4.224	-15.715	-10.624	-10.35	-17.713	-16.265	-14.049000000000001	-20.71	-14.959000000000001	-13.774000000000001	-19.218	-5.073	-14.415999999999999	-7.38	-9.248	-8.605	-14.078
MTG1	18.679	12.241	19.602	17.579	14.038	13.287	11.682	18.146	14.644	11.745	9.94	6.829	-6.462000000000001	-12.41	-10.725999999999999	-9.336	-8.414	-25.836
MTG2	65.58800000000001	37.323	60.433	49.49	24.299	55.428999999999995	36.274	41.875	45.49100000000001	30.829	48.216	49.129	23.078000000000003	45.753	28.250999999999998	45.824	42.875	41.448
MTHFD1	10.243	3.86	-0.794	17.077	12.759	11.921	3.292	22.087	17.910999999999998	15.074000000000002	18.635	-6.528	5.917999999999999	18.474	8.106	11.498	8.201	-10.404000000000002
MTHFD1L	-20.232	-6.015	-27.019	-16.619	-13.069	-24.608	-9.305	-25.478	-13.956	-24.013	-22.006999999999998	-23.289	-17.402	-7.2989999999999995	-19.457	-14.091	-17.141	-22.687
MTHFD2	-12.686	-6.642	-19.482	1.082	-4.0569999999999995	-10.106	-14.075	-11.623	-4.695	-9.984	-17.182000000000002	-21.576999999999998	-8.558	-14.231	-5.563	-7.897	-12.548	-18.719
MTHFD2L	-7.872999999999998	-3.552	-3.588	-3.84	-6.111000000000001	-5.882000000000001	-1.476	-8.175	-2.445	-4.547	-5.95	-3.745	-5.0169999999999995	-2.327	-0.75	0.664	-5.315	-4.548
MTHFR	-11.107	1.485	-8.54	-2.894	-16.741	-11.399000000000001	-4.68	-0.38299999999999995	-2.229	4.5	-14.139000000000001	-11.194	-0.7709999999999999	-14.411	-2.032	-8.451	-11.300999999999998	-15.315
MTHFS	-11.03	-12.154000000000002	-9.577	-10.623	-11.366	-16.636	-6.587000000000001	-18.782	-11.889000000000001	-11.273	-12.064	-19.546	-12.280999999999999	-10.214	-7.507999999999999	-15.384	-14.204	-14.565
MTHFSD	-18.278	-11.634	-16.55	-8.949	-17.229	-17.656	-21.026	-23.651999999999997	-18.553	-20.309	-17.676	-21.183000000000003	-17.101	-9.234	-13.267000000000001	-22.865	-19.913	-20.958
MTIF2	4.671	17.517	8.75	3.985	9.459	4.843	17.954	9.767000000000001	7.669	-1.8840000000000001	4.3919999999999995	1.9280000000000002	10.532	4.629	7.688	8.8	2.5669999999999997	10.012
MTIF3	-0.227	11.169	-3.217	-0.957	2.698	-13.460999999999999	2.8	3.8139999999999996	-3.0580000000000003	-3.471	-4.606	-2.266	2.81	-5.461	-5.603	-2.755	-0.992	3.0810000000000004
MTL5	-8.106	-7.6629999999999985	-2.568	9.489	-1.756	-12.485	-12.975999999999999	-9.125	-6.541	-10.132	-10.764000000000001	-12.193	-11.679	-6.2410000000000005	-0.774	-13.099	-23.589000000000002	-13.379
MTM1	-20.053	-8.987	-18.645	-14.99	-19.695999999999998	-20.848000000000003	-19.067999999999998	-18.781	-20.084	-23.745	-24.275	-21.84	-11.982000000000001	-22.971999999999998	-7.599	-15.443	-15.139000000000001	-25.988000000000003
MTMR1	-17.333	-12.109000000000002	-21.424	-2.857	-13.314	-9.894	-8.652999999999999	-16.923	-13.532	-11.019	-11.401	-25.058000000000003	-4.03	-13.811	-8.927999999999999	-10.407	-19.465	-5.516
MTMR10	-29.063	-19.005	-19.313	-17.4	-25.724	-18.423	-14.357999999999999	-21.46	-17.768	-25.459	-28.924	-29.590999999999998	-14.253	-34.086999999999996	-12.137	-35.801	-22.783	-25.41
MTMR11	-9.346	-10.767	-14.651	-0.09	-14.789000000000001	-14.427	-1.911	-12.82	-11.978	-11.852	-9.144	-9.008	-2.858	-15.762	-1.963	-8.346	-6.631	-3.12
MTMR12	-3.915	-2.024	-2.943	-6.204	-10.493	-6.482	-5.3229999999999995	-4.592	-2.662	-0.9440000000000001	-2.489	-9.788	-3.373	-1.9380000000000002	-5.598	-10.328	-0.937	-22.524
MTMR14	-12.288	-6.452000000000001	-11.355	-9.275	-12.964	-7.55	-13.597000000000001	-9.982999999999999	-10.382	-11.322000000000001	-11.133	-23.842	-7.795	-12.664000000000001	-12.023	-12.658	-11.972000000000001	-14.434
MTMR2	-18.042	-6.839	-16.617	-18.087	-4.915	-15.298	-20.738000000000003	-16.639	-8.725	-14.344000000000001	-12.540999999999999	-23.15	-8.139	-9.805	-12.698	-15.231	-9.756	-15.042
